c_id,g,from,to,from_id,to_id,probability
487,4,surface,region,1461,2493,0.012521747487494374
487,4,surface,surface,1461,1459,0.7432418651153512
487,4,surface,surface,1461,1460,0.19941221418858796
487,4,surface,surface,1461,1461,0.0
487,5,region,region,2492,2492,0.059283405133870204
487,5,region,region,2492,2493,0.005858646337500604
487,5,region,surface,2492,1459,0.4086669205861422
487,5,region,surface,2492,1460,0.12371041387068013
487,5,region,surface,2492,1461,0.4024806140718069
487,5,region,region,2493,2492,0.01749350959590272
487,5,region,region,2493,2493,0.016868221044966443
487,5,region,surface,2493,1459,0.36047429654279173
487,5,region,surface,2493,1460,0.30476290788315846
487,5,region,surface,2493,1461,0.30040106493318064
487,5,surface,region,1459,2492,0.041450706011726075
487,5,surface,region,1459,2493,0.012645593997563305
487,5,surface,surface,1459,1459,0.0
487,5,surface,surface,1459,1460,0.3038364903435104
487,5,surface,surface,1459,1461,0.6420672096472003
487,5,surface,region,1460,2492,0.02508185936119973
487,5,surface,region,1460,2493,0.021373047563773225
487,5,surface,surface,1460,1459,0.6079462401297707
487,5,surface,surface,1460,1460,0.0
487,5,surface,surface,1460,1461,0.34559885294525644
487,5,surface,region,1461,2492,0.04714728581659419
487,5,surface,region,1461,2493,0.012174772713859888
487,5,surface,surface,1461,1459,0.741383561292413
487,5,surface,surface,1461,1460,0.19929438017713286
487,5,surface,surface,1461,1461,0.0
487,6,region,region,2492,2492,0.0663898922836005
487,6,region,region,2492,2493,0.013391522290304736
487,6,region,surface,2492,1459,0.40432749785350436
487,6,region,surface,2492,1460,0.11730912936755838
487,6,region,surface,2492,1461,0.39858195820503206
487,6,region,region,2493,2492,0.017569745999124198
487,6,region,region,2493,2493,0.12407599963013816
487,6,region,surface,2493,1459,0.3208449714781854
487,6,region,surface,2493,1460,0.27189207012720107
487,6,region,surface,2493,1461,0.26561721276535116
487,6,surface,region,1459,2492,0.04299773376376251
487,6,surface,region,1459,2493,0.027651304234288944
487,6,surface,surface,1459,1459,0.0
487,6,surface,surface,1459,1460,0.2957300475646922
487,6,surface,surface,1459,1461,0.6336209144372564
487,6,surface,region,1460,2492,0.025018181950037455
487,6,surface,region,1460,2493,0.04646304091301363
487,6,surface,surface,1460,1459,0.5926966059323923
487,6,surface,surface,1460,1460,0.0
487,6,surface,surface,1460,1461,0.3358221712045568
487,6,surface,region,1461,2492,0.04891360001003121
487,6,surface,region,1461,2493,0.02646938438577851
487,6,surface,surface,1461,1459,0.7315387832809731
487,6,surface,surface,1461,1460,0.19307823232321727
487,6,surface,surface,1461,1461,0.0
487,7,region,region,2492,2492,0.07875778469250665
487,7,region,region,2492,2493,0.004706944250777446
487,7,region,surface,2492,1459,0.40050143125198306
487,7,region,surface,2492,1460,0.12155175187803166
487,7,region,surface,2492,1461,0.3944820879267013
487,7,region,region,2493,2492,0.022023830748235097
487,7,region,region,2493,2493,0.01359541290828087
487,7,region,surface,2493,1459,0.3603310812732748
487,7,region,surface,2493,1460,0.305866340285204
487,7,region,surface,2493,1461,0.2981833347850052
487,7,surface,region,1459,2492,0.045203162328936855
487,7,surface,region,1459,2493,0.010349596430309558
487,7,surface,surface,1459,1459,0.0
487,7,surface,surface,1459,1460,0.30378313459419715
487,7,surface,surface,1459,1461,0.6406641066465564
487,7,surface,region,1460,2492,0.02733376902891775
487,7,surface,region,1460,2493,0.017429434689661294
487,7,surface,surface,1460,1459,0.609142009638164
487,7,surface,surface,1460,1460,0.0
487,7,surface,surface,1460,1461,0.3460947866432569
487,7,surface,region,1461,2492,0.05123941487254647
487,7,surface,region,1461,2493,0.00995923118153915
487,7,surface,surface,1461,1459,0.7400259626073188
487,7,surface,surface,1461,1460,0.19877539133859562
487,7,surface,surface,1461,1461,0.0
489,0,region,region,2496,2496,0.05518536587744784
489,0,region,region,2496,2497,0.007603214749541722
489,0,region,region,2496,2498,0.012361953124923147
489,0,region,surface,2496,1465,0.30203763266878214
489,0,region,surface,2496,1466,0.21245507712168485
489,0,region,surface,2496,1467,0.08562836480084551
489,0,region,surface,2496,1468,0.32472839165677475
489,0,region,region,2497,2496,0.007603214749541722
489,0,region,region,2497,2497,0.05518536587744784
489,0,region,region,2497,2498,0.012361953124923147
489,0,region,surface,2497,1465,0.08562836480084551
489,0,region,surface,2497,1466,0.21245507712168485
489,0,region,surface,2497,1467,0.30203763266878214
489,0,region,surface,2497,1468,0.32472839165677475
489,0,region,region,2498,2496,0.014946932168349055
489,0,region,region,2498,2497,0.01484356540863115
489,0,region,region,2498,2498,0.024869718044952412
489,0,region,surface,2498,1465,0.16474976324710952
489,0,region,surface,2498,1466,0.34750903383879395
489,0,region,surface,2498,1467,0.16467572839192274
489,0,region,surface,2498,1468,0.2684052589002411
489,0,surface,region,1465,2496,0.05394322938943794
489,0,surface,region,1465,2497,0.015225489136860641
489,0,surface,region,1465,2498,0.024116935690090015
489,0,surface,surface,1465,1465,0.0
489,0,surface,surface,1465,1466,0.3485287701882679
489,0,surface,surface,1465,1467,0.226316294059482
489,0,surface,surface,1465,1468,0.33186928153586154
489,0,surface,region,1466,2496,0.021711536387766506
489,0,surface,region,1466,2497,0.021713045245017906
489,0,surface,region,1466,2498,0.029196387814600863
489,0,surface,surface,1466,1465,0.19867005549718425
489,0,surface,surface,1466,1466,0.0
489,0,surface,surface,1466,1467,0.19857433736529856
489,0,surface,surface,1466,1468,0.5301346376901319
489,0,surface,region,1467,2496,0.015209139231541734
489,0,surface,region,1467,2497,0.054005723592867864
489,0,surface,region,1467,2498,0.02412901941506606
489,0,surface,surface,1467,1465,0.22617643579984864
489,0,surface,surface,1467,1466,0.34870468858286335
489,0,surface,surface,1467,1467,0.0
489,0,surface,surface,1467,1468,0.33177499337781235
489,0,surface,region,1468,2496,0.033259817226319315
489,0,surface,region,1468,2497,0.033296320151852174
489,0,surface,region,1468,2498,0.022614622129957483
489,0,surface,surface,1468,1465,0.1906533670416263
489,0,surface,surface,1468,1466,0.5295067277246784
489,0,surface,surface,1468,1467,0.1906691457255663
489,0,surface,surface,1468,1468,0.0
489,1,region,region,2496,2496,0.06754382515027914
489,1,region,region,2496,2497,0.008908398403096509
489,1,region,region,2496,2498,0.01827057420735743
489,1,region,surface,2496,1465,0.2977358736053062
489,1,region,surface,2496,1466,0.20628770321511591
489,1,region,surface,2496,1467,0.08135384505063571
489,1,region,surface,2496,1468,0.31989978036820904
489,1,region,region,2497,2496,0.008908398403096509
489,1,region,region,2497,2497,0.06754382515027914
489,1,region,region,2497,2498,0.01827057420735743
489,1,region,surface,2497,1465,0.08135384505063571
489,1,region,surface,2497,1466,0.20628770321511591
489,1,region,surface,2497,1467,0.2977358736053062
489,1,region,surface,2497,1468,0.31989978036820904
489,1,region,region,2498,2496,0.018277463930979836
489,1,region,region,2498,2497,0.018301789876152823
489,1,region,region,2498,2498,0.035114562977671716
489,1,region,surface,2498,1465,0.16095096598450523
489,1,region,surface,2498,1466,0.3436217005033637
489,1,region,surface,2498,1467,0.16099863994740704
489,1,region,surface,2498,1468,0.26273487677991963
489,1,surface,region,1465,2496,0.06497079050906712
489,1,surface,region,1465,2497,0.017705650379049778
489,1,surface,region,1465,2498,0.034838767727683656
489,1,surface,surface,1465,1465,0.0
489,1,surface,surface,1465,1466,0.3412740601434683
489,1,surface,surface,1465,1467,0.21709839541936188
489,1,surface,surface,1465,1468,0.32411233582136934
489,1,surface,region,1466,2496,0.025771360589369085
489,1,surface,region,1466,2497,0.025794626939585185
489,1,surface,region,1466,2498,0.042666538067203656
489,1,surface,surface,1466,1465,0.19502559792052412
489,1,surface,surface,1466,1466,0.0
489,1,surface,surface,1466,1467,0.19501713742953644
489,1,surface,surface,1466,1468,0.5157247390537815
489,1,surface,region,1467,2496,0.01769957281575178
489,1,surface,region,1467,2497,0.06493177943487789
489,1,surface,region,1467,2498,0.03480940010487809
489,1,surface,surface,1467,1465,0.21711544531875102
489,1,surface,surface,1467,1466,0.3412854607680865
489,1,surface,surface,1467,1467,0.0
489,1,surface,surface,1467,1468,0.3241583415576549
489,1,surface,region,1468,2496,0.03997672287836915
489,1,surface,region,1468,2497,0.03995248174903694
489,1,surface,region,1468,2498,0.0326551971360515
489,1,surface,surface,1468,1465,0.18602107089698802
489,1,surface,surface,1468,1466,0.5153607721307065
489,1,surface,surface,1468,1467,0.18603375520884788
489,1,surface,surface,1468,1468,0.0
489,2,region,region,2496,2496,0.09356587649798755
489,2,region,region,2496,2497,0.011768047673031017
489,2,region,region,2496,2498,0.018766115401921087
489,2,region,surface,2496,1465,0.2890550899308266
489,2,region,surface,2496,1466,0.20045970081766457
489,2,region,surface,2496,1467,0.07612846388964999
489,2,region,surface,2496,1468,0.31025670578891923
489,2,region,region,2497,2496,0.011768047673031017
489,2,region,region,2497,2497,0.09356587649798755
489,2,region,region,2497,2498,0.018766115401921087
489,2,region,surface,2497,1465,0.07612846388964999
489,2,region,surface,2497,1466,0.20045970081766457
489,2,region,surface,2497,1467,0.2890550899308266
489,2,region,surface,2497,1468,0.31025670578891923
489,2,region,region,2498,2496,0.02319160941652843
489,2,region,region,2498,2497,0.023164729575385554
489,2,region,region,2498,2498,0.041312837719063175
489,2,region,surface,2498,1465,0.15716988010331714
489,2,region,surface,2498,1466,0.3413652232994901
489,2,region,surface,2498,1467,0.1573100275438991
489,2,region,surface,2498,1468,0.25648569234231644
489,2,surface,region,1465,2496,0.08640629024779764
489,2,surface,region,1465,2497,0.022768662098809952
489,2,surface,region,1465,2498,0.0379503889547164
489,2,surface,surface,1465,1465,0.0
489,2,surface,surface,1465,1466,0.33479985575189325
489,2,surface,surface,1465,1467,0.20628123229096904
489,2,surface,surface,1465,1468,0.3117935706558137
489,2,surface,region,1466,2496,0.03434878817997474
489,2,surface,region,1466,2497,0.03437603394541794
489,2,surface,region,1466,2498,0.04716781006585575
489,2,surface,surface,1466,1465,0.1917134625609587
489,2,surface,surface,1466,1466,0.0
489,2,surface,surface,1466,1467,0.19170017194366934
489,2,surface,surface,1466,1468,0.5006937333041235
489,2,surface,region,1467,2496,0.022779751515164003
489,2,surface,region,1467,2497,0.08642552667533554
489,2,surface,region,1467,2498,0.037940536123859114
489,2,surface,surface,1467,1465,0.20623180103078548
489,2,surface,surface,1467,1466,0.33476572401243865
489,2,surface,surface,1467,1467,0.0
489,2,surface,surface,1467,1468,0.3118566606424171
489,2,surface,region,1468,2496,0.05311165518335348
489,2,surface,region,1468,2497,0.05312154621299416
489,2,surface,region,1468,2498,0.03558046946812612
489,2,surface,surface,1468,1465,0.1788253870843378
489,2,surface,surface,1468,1466,0.5005665567015453
489,2,surface,surface,1468,1467,0.1787943853496431
489,2,surface,surface,1468,1468,0.0
489,3,region,region,2496,2496,0.08787009153105549
489,3,region,region,2496,2497,0.011277362717093627
489,3,region,region,2496,2498,0.01794454188287262
489,3,region,surface,2496,1465,0.29110719066507007
489,3,region,surface,2496,1466,0.20209773202066522
489,3,region,surface,2496,1467,0.07736407054665177
489,3,region,surface,2496,1468,0.31233901063659125
489,3,region,region,2497,2496,0.011277362717093627
489,3,region,region,2497,2497,0.08787009153105549
489,3,region,region,2497,2498,0.01794454188287262
489,3,region,surface,2497,1465,0.07736407054665177
489,3,region,surface,2497,1466,0.20209773202066522
489,3,region,surface,2497,1467,0.29110719066507007
489,3,region,surface,2497,1468,0.31233901063659125
489,3,region,region,2498,2496,0.02405442834979414
489,3,region,region,2498,2497,0.024005571778843045
489,3,region,region,2498,2498,0.03668008227497663
489,3,region,surface,2498,1465,0.15761036079619262
489,3,region,surface,2498,1466,0.3428521580143327
489,3,region,surface,2498,1467,0.15764315901731932
489,3,region,surface,2498,1468,0.2571542397685417
489,3,surface,region,1465,2496,0.08753293420342627
489,3,surface,region,1465,2497,0.023320109767850747
489,3,surface,region,1465,2498,0.03502453775718942
489,3,surface,surface,1465,1465,0.0
489,3,surface,surface,1465,1466,0.33534190522911866
489,3,surface,surface,1465,1467,0.2069354498639494
489,3,surface,surface,1465,1468,0.3118450631784655
489,3,surface,region,1466,2496,0.03485758774833879
489,3,surface,region,1466,2497,0.034858186807902404
489,3,surface,region,1466,2498,0.043646662906024876
489,3,surface,surface,1466,1465,0.1922360355675823
489,3,surface,surface,1466,1466,0.0
489,3,surface,surface,1466,1467,0.19225237355568103
489,3,surface,surface,1466,1468,0.5021491534144708
489,3,surface,region,1467,2496,0.02331099609925075
489,3,surface,region,1467,2497,0.0875609503947689
489,3,surface,region,1467,2498,0.03502246075970921
489,3,surface,surface,1467,1465,0.20692537873907318
489,3,surface,surface,1467,1466,0.3353426201799825
489,3,surface,surface,1467,1467,0.0
489,3,surface,surface,1467,1468,0.31183759382721543
489,3,surface,region,1468,2496,0.05383979752672067
489,3,surface,region,1468,2497,0.05384676794687146
489,3,surface,region,1468,2498,0.032752806247587585
489,3,surface,surface,1468,1465,0.1786970672828518
489,3,surface,surface,1468,1466,0.5021654045849681
489,3,surface,surface,1468,1467,0.17869815641100034
489,3,surface,surface,1468,1468,0.0
489,4,region,region,2496,2496,0.09673421359637353
489,4,region,region,2496,2497,0.01212338299247401
489,4,region,region,2496,2498,0.020225281942350844
489,4,region,surface,2496,1465,0.2880091575229858
489,4,region,surface,2496,1466,0.19901962966511091
489,4,region,surface,2496,1467,0.07509289128713213
489,4,region,surface,2496,1468,0.3087954429935729
489,4,region,region,2497,2496,0.01212338299247401
489,4,region,region,2497,2497,0.09673421359637353
489,4,region,region,2497,2498,0.020225281942350844
489,4,region,surface,2497,1465,0.07509289128713213
489,4,region,surface,2497,1466,0.19901962966511091
489,4,region,surface,2497,1467,0.2880091575229858
489,4,region,surface,2497,1468,0.3087954429935729
489,4,region,region,2498,2496,0.02627003949227463
489,4,region,region,2498,2497,0.02631156650377501
489,4,region,region,2498,2498,0.044134803788338464
489,4,region,surface,2498,1465,0.1550214609688139
489,4,region,surface,2498,1466,0.34022889792773275
489,4,region,surface,2498,1467,0.15499068416488354
489,4,region,surface,2498,1468,0.2530425471541816
489,4,surface,region,1465,2496,0.09593545566002466
489,4,surface,region,1465,2497,0.025082032844410088
489,4,surface,region,1465,2498,0.038546397216502534
489,4,surface,surface,1465,1465,0.0
489,4,surface,surface,1465,1466,0.3321044830071293
489,4,surface,surface,1465,1467,0.2017586121863687
489,4,surface,surface,1465,1468,0.30657301908556467
489,4,surface,region,1466,2496,0.038068108256149785
489,4,surface,region,1466,2497,0.03805379195299273
489,4,surface,region,1466,2498,0.048405039338711285
489,4,surface,surface,1466,1465,0.1904261278757096
489,4,surface,surface,1466,1466,0.0
489,4,surface,surface,1466,1467,0.19046658699332736
489,4,surface,surface,1466,1468,0.49458034558310926
489,4,surface,region,1467,2496,0.025076379679731434
489,4,surface,region,1467,2497,0.09592725316662004
489,4,surface,region,1467,2498,0.03850445780226966
489,4,surface,surface,1467,1465,0.2017311750162847
489,4,surface,surface,1467,1466,0.3320856112594892
489,4,surface,surface,1467,1467,0.0
489,4,surface,surface,1467,1468,0.30667512307560507
489,4,surface,region,1468,2496,0.05895002650021197
489,4,surface,region,1468,2497,0.05898319844239994
489,4,surface,region,1468,2498,0.036057776685738355
489,4,surface,surface,1468,1465,0.1757316311459269
489,4,surface,surface,1468,1466,0.49458618966782997
489,4,surface,surface,1468,1467,0.17569117755789282
489,4,surface,surface,1468,1468,0.0
489,5,region,region,2496,2496,0.10316264730140248
489,5,region,region,2496,2497,0.012807166909546593
489,5,region,region,2496,2498,0.01911528665571568
489,5,region,surface,2496,1465,0.28594100992540766
489,5,region,surface,2496,1466,0.19826548038559358
489,5,region,surface,2496,1467,0.07412312728306607
489,5,region,surface,2496,1468,0.30658528153926806
489,5,region,region,2497,2496,0.012807166909546593
489,5,region,region,2497,2497,0.10316264730140248
489,5,region,region,2497,2498,0.01911528665571568
489,5,region,surface,2497,1465,0.07412312728306607
489,5,region,surface,2497,1466,0.19826548038559358
489,5,region,surface,2497,1467,0.28594100992540766
489,5,region,surface,2497,1468,0.30658528153926806
489,5,region,region,2498,2496,0.028009602342270033
489,5,region,region,2498,2497,0.0280684937527568
489,5,region,region,2498,2498,0.03880601685500419
489,5,region,surface,2498,1465,0.15501208007341216
489,5,region,surface,2498,1466,0.342257428371828
489,5,region,surface,2498,1467,0.1549946951551873
489,5,region,surface,2498,1468,0.25285168344954156
489,5,surface,region,1465,2496,0.10076282806646067
489,5,surface,region,1465,2497,0.026136737987300648
489,5,surface,region,1465,2498,0.038235623522339425
489,5,surface,surface,1465,1465,0.0
489,5,surface,surface,1465,1466,0.33108759237579444
489,5,surface,surface,1465,1467,0.19969349034147235
489,5,surface,surface,1465,1468,0.3040837277066325
489,5,surface,region,1466,2496,0.04004398546702112
489,5,surface,region,1466,2497,0.0400218845802348
489,5,surface,region,1466,2498,0.04820697151313251
489,5,surface,surface,1466,1465,0.18998925442344938
489,5,surface,surface,1466,1466,0.0
489,5,surface,surface,1466,1467,0.18998141722955353
489,5,surface,surface,1466,1468,0.49175648678660866
489,5,surface,region,1467,2496,0.026159878367745023
489,5,surface,region,1467,2497,0.10076725797103986
489,5,surface,region,1467,2498,0.038251446078746434
489,5,surface,surface,1467,1465,0.19968727666770505
489,5,surface,surface,1467,1466,0.33109042638297476
489,5,surface,surface,1467,1467,0.0
489,5,surface,surface,1467,1468,0.3040437145317888
489,5,surface,region,1468,2496,0.06188222938492023
489,5,surface,region,1468,2497,0.061908967313000544
489,5,surface,region,1468,2498,0.03570556256326245
489,5,surface,surface,1468,1465,0.17425758535809102
489,5,surface,surface,1468,1466,0.49197866078108154
489,5,surface,surface,1468,1467,0.17426699459964423
489,5,surface,surface,1468,1468,0.0
489,6,region,region,2496,2496,0.11440788318161721
489,6,region,region,2496,2497,0.012614826793288555
489,6,region,region,2496,2498,0.03755546268873667
489,6,region,surface,2496,1465,0.2813965554485568
489,6,region,surface,2496,1466,0.18570698903565883
489,6,region,surface,2496,1467,0.06767245469209603
489,6,region,surface,2496,1468,0.30064582816004587
489,6,region,region,2497,2496,0.012614826793288555
489,6,region,region,2497,2497,0.11440788318161721
489,6,region,region,2497,2498,0.03755546268873667
489,6,region,surface,2497,1465,0.06767245469209603
489,6,region,surface,2497,1466,0.18570698903565883
489,6,region,surface,2497,1467,0.2813965554485568
489,6,region,surface,2497,1468,0.30064582816004587
489,6,region,region,2498,2496,0.02636731871348696
489,6,region,region,2498,2497,0.026376020292081283
489,6,region,region,2498,2498,0.18853761526072615
489,6,region,surface,2498,1465,0.12817246119287892
489,6,region,surface,2498,1466,0.2905329128252823
489,6,region,surface,2498,1467,0.12822850959617765
489,6,region,surface,2498,1468,0.2117851621193667
489,6,surface,region,1465,2496,0.10409658965716082
489,6,surface,region,1465,2497,0.0252395901212806
489,6,surface,region,1465,2498,0.07155297294509792
489,6,surface,surface,1465,1465,0.0
489,6,surface,surface,1465,1466,0.3174708284303844
489,6,surface,surface,1465,1467,0.18477622628418197
489,6,surface,surface,1465,1468,0.2968637925618944
489,6,surface,region,1466,2496,0.03969832721651133
489,6,surface,region,1466,2497,0.03969975366851991
489,6,surface,region,1466,2498,0.09172254233017313
489,6,surface,surface,1466,1465,0.1824860054569341
489,6,surface,surface,1466,1466,0.0
489,6,surface,surface,1466,1467,0.18243314282367515
489,6,surface,surface,1466,1468,0.46396022850418633
489,6,surface,region,1467,2496,0.025251316208943192
489,6,surface,region,1467,2497,0.10414488612389945
489,6,surface,region,1467,2498,0.07154893648442115
489,6,surface,surface,1467,1465,0.1847688371417052
489,6,surface,surface,1467,1466,0.3175134316602751
489,6,surface,surface,1467,1467,0.0
489,6,surface,surface,1467,1468,0.29677259238075593
489,6,surface,region,1468,2496,0.063712739723955
489,6,surface,region,1468,2497,0.0637045030870579
489,6,surface,region,1468,2498,0.06766077831175839
489,6,surface,surface,1468,1465,0.1700957971299523
489,6,surface,surface,1468,1466,0.46469592521806075
489,6,surface,surface,1468,1467,0.1701302565292157
489,6,surface,surface,1468,1468,0.0
489,7,region,region,2496,2496,0.13133382609161248
489,7,region,region,2496,2497,0.014381660600089555
489,7,region,region,2496,2498,0.015010986833295981
489,7,region,surface,2496,1465,0.2768793648077921
489,7,region,surface,2496,1466,0.19448492883241697
489,7,region,surface,2496,1467,0.07127880092867381
489,7,region,surface,2496,1468,0.29663043190611904
489,7,region,region,2497,2496,0.014381660600089555
489,7,region,region,2497,2497,0.13133382609161248
489,7,region,region,2497,2498,0.015010986833295981
489,7,region,surface,2497,1465,0.07127880092867381
489,7,region,surface,2497,1466,0.19448492883241697
489,7,region,surface,2497,1467,0.2768793648077921
489,7,region,surface,2497,1468,0.29663043190611904
489,7,region,region,2498,2496,0.034016518260276074
489,7,region,region,2498,2497,0.03414161838941079
489,7,region,region,2498,2498,0.03165397500406961
489,7,region,surface,2498,1465,0.15281338002617437
489,7,region,surface,2498,1466,0.3449569518267841
489,7,region,surface,2498,1467,0.1532868833145006
489,7,region,surface,2498,1468,0.24913067317878448
489,7,surface,region,1465,2496,0.1085567682666672
489,7,surface,region,1465,2497,0.02824532110466838
489,7,surface,region,1465,2498,0.031026841207382833
489,7,surface,surface,1465,1465,0.0
489,7,surface,surface,1465,1466,0.33036815904650174
489,7,surface,surface,1465,1467,0.20107825119012526
489,7,surface,surface,1465,1468,0.3007246591846546
489,7,surface,region,1466,2496,0.043952039419241785
489,7,surface,region,1466,2497,0.043986102867840424
489,7,surface,region,1466,2498,0.03927232547672315
489,7,surface,surface,1466,1465,0.19038165216217975
489,7,surface,surface,1466,1466,0.0
489,7,surface,surface,1466,1467,0.19042694428220008
489,7,surface,surface,1466,1468,0.4919809357918148
489,7,surface,region,1467,2496,0.02821644514031248
489,7,surface,region,1467,2497,0.10867716633291703
489,7,surface,region,1467,2498,0.03102890872358196
489,7,surface,surface,1467,1465,0.2011464460649987
489,7,surface,surface,1467,1466,0.33038164486346705
489,7,surface,surface,1467,1467,0.0
489,7,surface,surface,1467,1468,0.3005493888747228
489,7,surface,region,1468,2496,0.06664107689096531
489,7,surface,region,1468,2497,0.0666158026488731
489,7,surface,region,1468,2498,0.02886223786848212
489,7,surface,surface,1468,1465,0.1721289478579133
489,7,surface,surface,1468,1466,0.4935349529989023
489,7,surface,surface,1468,1467,0.17221698173486374
489,7,surface,surface,1468,1468,0.0
